age,cus_month_income,cus_gender,cus_marital_status,cus_customer_since,years_with_us,total_debit_trans_s1,total_debit_trans_s2,total_debit_trans_s3,total_debit_amt_s1,total_debit_amt_s2,total_debit_amt_s3,total_credit_trans_s1,total_credit_trans_s2,total_credit_trans_s3,total_credit_amt_s1,total_credit_amt_s2,total_credit_amt_s3,total_debit_amt,total_debit_trans,total_credit_amt,total_credit_trans,total_transactions,cus_target,tar_desc,status
18,1500000.0,1,4,61,14,28,31,30,41300.0,29832.0,17453.6,7,15,14,20730.0,10950.0,8170.0,88585.6,89,39850.0,36,125,2223,1,0
56,5000000.0,1,1,86,14,6,6,6,903.2,903.08,943.26,0,0,0,0.0,0.0,0.0,2749.54,18,0.0,0,18,2223,1,1
34,500000.0,1,1,87,14,6,13,21,363317.02,495615.5,116852.43,2,3,3,375000.0,1253300.0,146735.0,975784.95,40,1775035.0,8,48,2222,2,0
45,9000.0,0,0,87,14,58,55,84,368910.58,1200425.76,3969005.02,22,9,20,3880264.51,1762123.05,4099024.64,5538341.36,197,9741412.2,51,248,2230,3,0
38,4600000.0,0,4,87,14,152,160,184,1266889.55,926481.15,1198957.54,39,23,27,1245324.52,944760.79,1169392.4,3392328.24,496,3359477.71,89,585,2222,2,0
38,1500000.0,0,4,87,14,125,106,64,851430.65,723807.15,459656.41,4,2,2,950108.0,450054.0,450000.0,2034894.21,295,1850162.0,8,303,2222,2,0
68,4500.0,1,4,88,14,13,12,1,3069.6,2376.0,200.0,0,0,0,0.0,0.0,0.0,5645.6,26,0.0,0,26,2223,1,1
35,3500000.0,1,4,90,14,55,35,37,119297.02,118884.0,147554.88,7,6,9,114601.14,119137.62,440891.65,385735.9,127,674630.41,22,149,2222,2,0
34,1000.0,1,4,88,14,415,368,424,1068684.72,571814.89,833122.07,63,76,78,936134.09,733658.65,971555.27,2473621.68,1207,2641348.01,217,1424,2232,2,0
69,2000000.0,1,4,89,14,147,202,234,397602.73,514584.25,459665.24,11,14,23,377245.0,532708.75,400814.6,1371852.22,583,1310768.35,48,631,2222,2,0
58,5000000.0,0,4,89,14,76,88,69,59730.64,420105.56,281991.71,4,14,19,30500.0,422000.0,214350.0,761827.91,233,666850.0,37,270,2222,2,0
55,1320054.0078923372,1,3,127,14,10,0,1,7665.022765905267,408.235701768163,153.0098415850843,0,0,0,3745.3699997126273,0.0,0.0,8226.268309258514,11,3745.3699997126273,0,12,2223,1,1
51,4990.841162261517,0,4,125,14,10,10,13,12073.88265830494,12072.294515841088,14434.628251701259,10,10,12,12072.294515841088,12186.779987572132,14310.724998991765,38580.805425847284,35,38569.79950240499,34,69,2223,1,1
41,2378.4625289822334,0,4,143,14,14,5,0,113776.99547972868,14884.090763240383,41.23125928443267,2,0,0,46508.20406323313,14266.94547731056,0.0,128702.31750225349,19,60775.14954054369,3,22,2222,1,1
50,9488.44588298774,0,3,103,14,22,19,4,125808.10171261254,96701.9335287178,20645.81404076887,6,5,3,44345.614239745875,96815.68687847727,20496.63910173605,243155.84928209923,46,161657.94021995922,16,62,2223,1,1
32,2000000.0,1,4,114,14,53,32,30,120591.79243765837,145932.045272495,198977.84366561112,4,2,3,92896.37057914509,12202.933944022758,110000.56011467555,465501.6813757645,115,215099.8646378434,11,127,2222,1,1
56,5000000.0,1,1,141,14,14,3,0,18592.55267260515,1591.2852661994696,0.0,0,0,0,5491.563947853122,0.0,8.591551796416208,20183.83793880462,17,5500.155499649539,0,18,2223,1,1
46,684.7264146896022,1,4,80,14,7,0,0,28533.131162167432,2134.696024266626,0.0,1,0,0,32202.285113205344,2134.696024266626,0.0,30667.827186434057,8,34336.98113747197,1,9,2223,1,1
47,3902.4787995852957,1,4,102,14,12,7,8,14691.717920407866,8305.712421423452,9815.841952591352,7,7,8,14577.262138078902,8305.712421423452,9815.841952591352,32813.27229442267,29,32698.81651209371,24,53,2222,1,1
32,537949.4476948016,0,4,142,13,0,5,0,0.0,1538.7405917916258,105.28694768445769,0,0,0,0.0,0.0,0.0,1644.0275394760833,6,0.0,0,6,2223,1,1
57,9752621.89151752,0,2,98,14,7,1,1,15190.765405655515,8720.078324007432,1435.8043723604324,0,0,0,0.0,505.24378303503926,0.0,25346.648102023377,10,505.24378303503926,0,11,2222,2,1
48,5000000.0,0,4,109,14,31,60,22,35779.79606374337,166182.42103450204,23641.204552560826,5,3,2,91516.03378763632,194977.95688328968,22767.150561674447,225603.42165080627,114,309261.14123260044,11,125,2223,1,1
39,3000000.0,0,4,49,14,19,2,0,12694.07962141596,1490.3299212080656,0.0,3,0,0,11854.784653213906,1480.1979072564418,0.0,14184.409542624026,22,13334.982560470347,4,27,2223,1,1
38,4876864.032235196,1,4,121,14,173,168,7,8242259.391646125,724899.8302921049,50182.02696087354,7,3,1,3669620.5835406934,62167.232443342735,28076.101851392552,9017341.248899102,348,3759863.9178354284,12,361,2222,2,1
38,3500000.0,0,4,86,14,1,0,0,2254.87048545694,2602.698994420006,0.0,0,0,0,1837.199290178828,2663.9389707593,0.0,4857.5694798769455,1,4501.138260938127,0,2,2223,1,1
31,500000.0,1,4,99,14,4,0,0,3634.882093773163,60.10475475546362,0.0,1,0,0,2363.072806160266,0.0,0.0,3694.9868485286265,5,2363.072806160266,1,6,2222,1,1
67,4176658.1845682855,0,1,71,14,13,0,0,28480.921075886683,25.828885865963823,0.0,0,0,0,250.92451589093227,0.0,0.0,28506.74996175265,13,250.92451589093227,0,13,2223,1,1
48,1547385.6385794648,0,4,68,13,4,0,0,3219.2716122653724,35.09434981915837,0.0,0,0,0,0.0,0.0,0.0,3254.3659620845306,4,0.0,0,4,2223,1,1
34,91426.41211531343,1,4,122,14,97,118,40,125953.86437239572,154425.63599495753,65744.53122728996,95,116,36,121026.45280066745,152136.25054136183,57320.60475007727,346124.03159464325,256,330483.30809210654,248,504,2223,1,1
57,1501.2281852124024,0,2,72,14,10,10,5,24651.5633610533,25798.158624775024,18597.481661907786,6,3,2,214220.9118476824,85370.14444162534,22531.373179544156,69047.20364773611,26,322122.4294688519,12,38,2223,1,1
34,500000.0,0,2,96,13,7,8,0,18410.717736087227,15425.635271879568,0.0,0,3,0,1237.2794177477974,36924.73885900358,0.0,33836.3530079668,15,38162.018276751376,4,20,2223,1,1
45,1168.0072884014842,0,4,94,14,5,0,0,8269.965876956907,0.0,0.0,0,0,0,0.0,0.0,0.0,8269.965876956907,5,0.0,0,5,2223,1,1
53,10000000.0,1,3,117,14,1,0,0,1793.435421347118,0.0,869.587333314219,0,0,0,0.0,984.4533502176096,0.0,2663.0227546613373,2,984.4533502176096,0,3,2222,1,1
50,4506.655034912488,1,4,121,14,10,9,11,14531.485899359883,10678.696648200263,12620.277856963947,9,9,11,14531.485899359883,10678.696648200263,12620.277856963947,37830.46040452409,31,37830.46040452409,31,62,2223,1,1
68,34538.99534060965,1,1,61,14,17,21,16,72861.27627829419,176463.02767011625,79018.61047945106,17,21,16,72861.27627829419,176463.02767011625,79018.61047945106,328342.9144278615,55,328342.9144278615,55,111,2223,1,1
48,2000000.0,0,4,127,13,15,2,8,14320.130416345972,1983.1249541762545,6725.582903517272,1,0,0,6410.913805908916,0.0,0.0,23028.838274039495,26,6410.913805908916,1,27,2222,1,1
53,4275.8515640619735,1,4,114,14,11,9,11,12208.747540014643,11779.17474357176,12115.33277765532,9,9,11,14834.653376221662,11779.17474357176,12115.33277765532,36103.255061241725,31,38729.160897448746,29,61,2223,1,1
53,11221049.38618229,1,3,105,14,4,0,1,6287.997337753668,976.8395089458322,1386.8709984664872,0,0,0,708.1500336151917,755.790122763542,0.0,8651.707845165987,6,1463.9401563787335,1,7,2222,2,1
43,14894.801810540901,1,4,58,14,18,0,0,47357.24435542962,0.0,642.6988418550857,4,0,0,49389.6036210818,0.0,0.0,47999.94319728471,19,49389.6036210818,4,23,2223,1,1
52,2000000.0,1,4,102,14,1,0,0,57.10954213329885,106.817877307858,0.0,0,0,0,0.0,0.0,0.0,163.92741944115676,1,0.0,0,1,2223,1,1
40,2000000.0,0,4,62,14,10,5,5,30212.25039428968,9500.226369816028,10841.636362381822,0,1,1,2883.728979933091,7598.484321266995,17839.919710800772,50554.11312648753,21,28322.133012000857,3,25,2222,1,1
66,50000000.0,1,2,96,14,2,0,0,6779.685161075176,0.0,0.0,2,0,0,6779.685161075176,499.9588302086277,0.0,6779.685161075176,2,7279.643991283804,2,5,2223,1,1
53,16374.128720334422,0,2,87,14,0,1,3,0.0,1622.515343374966,2335.30041160909,0,0,0,0.0,0.0,0.0,3957.815754984056,4,0.0,0,4,2215,2,1
51,4096.241343719137,0,3,75,15,44,3,12,88850.09415262727,9994.350924570906,69025.67102337806,0,0,0,0.0,0.0,0.0,167870.11610057624,60,0.0,0,60,2223,1,1
55,4075.1756986024884,1,2,109,14,14,11,14,16021.25503792545,14301.081837326077,17896.086813554084,9,9,10,16072.305339362592,15396.81366962185,17888.318289422346,48218.42368880561,40,49357.43729840679,29,70,2222,1,1
47,2500000.0,1,4,49,14,3,11,16,3555.251549787195,11082.131071089369,8683.959362742955,0,0,0,0.0,62.62612213431029,0.0,23321.341983619517,31,62.62612213431029,0,31,2223,1,1
64,9709384.79940697,0,1,88,13,1,0,0,995.616544139478,0.0,217.87421588459503,0,0,0,0.0,0.0,0.0,1213.490760024073,1,0.0,0,1,2223,1,1
42,2000000.0,1,4,159,13,16,16,12,52688.04382727965,39544.607893800436,28357.15458361826,0,0,0,67.25621933508097,4464.393766234369,32738.88761905204,120589.80630469834,45,37270.53760462149,2,47,2223,1,1
60,10000000.0,1,3,157,11,11,0,0,96329.81435204302,534.1094503166829,0.0,0,0,0,0.0,0.0,0.0,96863.92380235968,12,0.0,0,12,2223,1,1
53,2000000.0,0,4,114,14,9,24,20,6729.2373994935315,19373.38507436239,8460.070666491125,0,3,2,0.0,44934.20165897684,8603.67853497453,34562.69314034705,54,53537.88019395137,6,61,2222,1,1
20,101835.88262600315,0,3,53,13,1,0,0,854.239729775275,0.0,0.0,0,0,0,0.0,0.0,0.0,854.239729775275,1,0.0,0,1,2223,1,1
68,9736447.19010863,0,2,70,14,7,2,1,15205.942919492418,9290.236548670753,1063.432679979712,0,0,0,0.0,0.0,0.0,25559.61214814288,10,0.0,0,10,2222,2,1
41,3000000.0,0,2,103,13,10,3,0,6866.9713474561395,7696.903308717529,0.0,2,0,0,6410.939827711588,801.3674784639485,0.0,14563.874656173668,13,7212.307306175537,2,16,2223,1,1
53,35.42331611481728,1,4,36,22,22,17,1,246625.4095170255,73347.37390147662,24062.42274404192,0,0,0,0.0,0.0,16027.7763732382,344035.20616254397,41,16027.7763732382,0,41,2222,1,1
46,5000000.0,1,1,74,14,4,4,3,2333.150401194552,1286.7775385675247,1701.6916092842553,1,0,0,297.0846352062509,0.0,0.0,5321.619549046332,12,297.0846352062509,1,14,2222,1,1
56,5000000.0,1,1,131,14,12,5,1,12208.818475883894,1764.5507318303103,313.5984042817946,0,0,0,0.0,0.0,0.0,14286.967611995999,19,0.0,0,19,2223,1,1
50,2066.882820510443,0,1,148,14,0,0,0,0.0,0.0,16.601744444547485,0,0,0,0.0,0.0,7.431424501160294,16.601744444547485,0,7.431424501160294,0,1,2223,1,1
54,2500000.0,0,4,125,13,4,3,5,4380.124599013742,3560.9905053005054,3088.1881757376823,0,0,0,0.0,0.0,0.0,11029.303280051929,14,0.0,0,14,2223,1,1
37,3020971.733782596,1,3,87,14,9,8,8,10930.32468055053,6631.658164932436,7184.296345343471,5,8,8,10950.849860607494,6631.658164932436,7184.296345343471,24746.279190826437,26,24766.8043708834,21,48,2223,1,1
42,1000000.0,1,4,82,14,3,13,2,22815.02525859329,17537.676328729845,2608.2976919348075,0,0,1,1662.3389885051984,6649.355954020793,2584.4152528737004,42960.99927925794,19,10896.110195399693,2,21,2223,1,1
74,902150.7811734466,1,1,131,14,1,1,0,812.7215760934831,872.2524873911686,0.0,0,0,0,0.0,0.0,0.0,1684.9740634846519,2,0.0,0,2,2223,1,1
43,749.3520788888585,1,3,41,16,0,2,0,0.0,1375.1843991315675,0.0,0,0,0,0.0,0.0,0.0,1375.1843991315675,2,0.0,0,2,2219,1,1
70,10000000.0,1,4,72,14,0,0,1,402.9343313726474,0.0,211.05690863409336,0,0,0,0.0,221.75558407317885,0.0,613.991240006741,1,221.75558407317885,0,1,2222,2,1
48,1000000.0,1,4,115,14,2,1,0,1519.3782765648252,2707.090340090483,0.0,0,0,0,0.0,0.0,0.0,4226.468616655308,3,0.0,0,3,2223,1,1
39,3020652.2960029864,1,2,95,13,4,8,8,2793.637257642539,11484.25730459665,7074.866400427891,4,7,8,2793.637257642539,6530.645908087285,7074.866400427891,21352.76096266708,22,16399.149566157714,21,43,2223,1,1
29,1858.7396021648,1,2,94,17,0,0,1,0.0,807.7739621944802,673.3234177269599,0,0,0,0.0,0.0,0.0,1481.0973799214403,2,0.0,0,2,2219,0,1
55,28518712.4435058,0,3,100,14,46,11,4,287823.7549686927,357025.8015966598,239874.37771418522,3,1,1,88073.27898162621,21844.184706587544,24417.063522548404,884723.9342795376,62,134334.52721076217,6,68,2222,1,1
38,500000.0,0,4,78,14,18,29,6,25124.935154154155,68856.411065183,10233.782787324391,1,3,2,24403.575978814726,28111.636980182513,10431.18662264376,104215.12900666155,54,62946.399581641,7,61,2222,1,1
34,500000.0,0,4,134,13,0,0,10,0.0,0.0,12613.249137452553,0,0,0,0.0,0.0,2854.1466008686007,12613.249137452553,10,2854.1466008686007,0,10,2223,1,1
56,6544.471541848927,1,2,167,11,2,1,0,994.8766320297743,520.0053668471277,641.0732892232829,0,0,0,0.0,0.0,0.0,2155.955288100185,4,0.0,0,4,2223,1,1
50,500000.0,0,4,158,13,6,11,8,16985.705607526677,18944.447998054657,19998.474707335954,0,0,1,13657.624985135759,11.9578257333265,8390.589290483542,55928.62831291728,26,22060.172101352626,2,29,2222,1,1
32,500000.0,0,4,119,14,57,17,1,80998.84769586372,33811.97801479859,2471.815748363161,5,1,0,81142.96483085507,23181.699581116365,2519.4956648779103,117282.64145902547,76,106844.16007684934,7,84,2222,1,1
58,785.4022116422973,1,4,70,14,13,1,0,15803.650288363795,7359.7878811944865,0.0,3,0,0,28442.27484990475,7359.7878811944865,0.0,23163.43816955828,14,35802.062731099235,4,19,2223,1,1
35,906.493694209239,0,4,84,14,2,4,35,2459.9902201709488,6204.455076902958,66417.99068114941,0,0,2,1994.8011902029002,34415.61570153984,13627.958804305214,75082.43597822332,43,50038.37569604795,4,47,2223,1,1
33,1932815.7134167894,0,4,61,14,21,11,8,85961.37127418385,37628.958342963306,26436.648252927516,1,0,0,42061.555700572644,3359.2143291605316,0.0,150026.97787007468,41,45420.770029733176,2,43,2222,1,1
52,45.44407210282398,1,4,44,21,21,17,1,244092.13659701656,82185.4365772712,30870.000007930546,0,0,0,0.0,0.0,20562.246039480116,357147.57318221824,39,20562.246039480116,0,40,2222,1,1
50,2000000.0,0,4,60,14,10,7,23,6441.79471798292,5897.885752402692,19558.79463788606,0,0,0,0.0,0.0,0.0,31898.475108271672,41,0.0,0,41,2223,1,1
38,4000000.0,0,4,104,14,13,10,7,23753.55371850222,15483.822847815169,13343.802613942917,5,2,6,11021.377541844538,8604.819762225117,9659.695637589553,52581.1791802603,31,29285.892941659207,14,45,2223,1,1
46,3547082.852548782,1,4,72,14,4,0,0,5041.457450424764,0.0,0.0,0,0,0,0.0,0.0,0.0,5041.457450424764,4,0.0,0,4,2222,1,1
37,1500000.0,1,4,136,14,18,18,1,59714.9145794581,28592.446730283344,329.1207366504705,5,3,0,68791.43440651949,49567.28984671114,0.0,88636.48204639193,37,118358.72425323067,9,46,2223,1,1
31,500000.0,1,4,138,14,3,0,0,1776.8998175012389,0.0,395.4656861441476,0,0,0,331.3777434151966,0.0,0.0,2172.3655036453865,4,331.3777434151966,0,4,2222,1,1
33,847.0173139599631,0,4,102,14,5,11,0,1576.2606779468329,5950.0782600215725,37.645213953776135,0,1,0,811.7739302311193,5479.474029060056,0.0,7563.984151922182,17,6291.247959291175,2,19,2223,1,1
59,9956237.760352824,0,1,72,14,18,6,2,48871.78803995742,23058.791725802144,8131.835499141966,0,0,0,0.0,0.0,0.0,80062.41526490153,27,0.0,0,27,2222,1,1
64,37163.850795336795,0,1,65,14,0,0,0,760.1355884718954,177.22646081178468,821.8195001456448,0,0,0,0.0,0.0,0.0,1759.1815494293248,2,0.0,0,2,2221,2,1
55,13259.178732019112,1,3,60,14,2,0,0,693.9999246351166,778.9140118390496,0.0,0,0,0,0.0,0.0,0.0,1472.9139364741663,3,0.0,0,3,2219,1,1
38,2000000.0,0,4,51,14,1,43,45,7642.23926740396,30738.297494501436,23121.827840824928,0,7,7,0.0,19354.823953280407,26933.150434440166,61502.364602730326,91,46287.97438772058,14,105,2222,2,1
31,3502738.776600086,0,4,95,14,0,0,0,278.22025823185504,0.0,190.38962987440533,0,0,0,0.0,0.0,0.0,468.60988810626077,1,0.0,0,1,2222,1,1
47,19262359.274075285,0,4,120,12,63,14,5,437293.8902558788,435758.5254160128,286020.42270412954,5,1,2,185994.51799397066,117631.71823985619,173646.87253043766,1159072.838376021,83,477273.1087642645,8,91,2220,2,1
39,5000000.0,1,4,60,14,0,0,1,0.0,0.0,1436.6323400354227,0,0,0,231.56432419277553,0.0,0.0,1436.6323400354227,1,231.56432419277553,0,1,2223,1,1
59,9099160.14796552,0,1,143,13,4,0,1,7880.548347898861,3495.395215784629,997.6598660025827,0,0,0,0.0,0.0,0.0,12373.603429686074,6,0.0,0,6,2222,1,1
50,4000000.0,0,4,93,14,3,1,1,831.4431749293203,801.0199332192851,3612.756457339053,1,0,0,999.219019618803,0.0,0.0,5245.21956548766,6,999.219019618803,1,7,2223,1,1
55,12613.96344068246,0,4,114,14,0,0,4,1.4272240386126238,0.0,3073.5300452268198,1,0,0,2.8544480772252476,0.0,0.0,3074.9572692654324,4,2.8544480772252476,1,5,2222,1,1
43,821.0648071128303,1,3,40,16,0,2,0,0.0,1411.089577043785,0.0,0,0,0,0.0,0.0,0.0,1411.089577043785,2,0.0,0,2,2218,1,1
24,1000000.0,0,4,133,13,0,2,0,0.0,11167.994860015255,0.0,0,4,0,0.0,11181.317022671254,0.0,11167.994860015255,2,11181.317022671254,4,6,2222,1,1
38,176.85348867973406,0,3,75,14,26,9,0,58281.6547210685,13520.331699856091,0.0,4,0,0,25540.67754107679,4646.2930226405315,0.0,71801.9864209246,35,30186.970563717325,4,40,2223,1,1
38,5000000.0,0,1,147,13,16,10,9,13302.942989120977,10810.520753084244,5577.9657666042995,7,8,10,3915.1813228177202,10846.415152239098,6001.140284859183,29691.429508809524,35,20762.736759916002,26,61,2222,2,1
32,500000.0,0,4,155,13,0,6,0,226.84249301277828,1807.6747926588432,226.84249301277828,0,0,0,0.0,0.0,0.0,2261.3597786843998,8,0.0,0,8,2223,1,1
20,500000.0,0,4,121,14,3,3,3,1296.153643445945,992.9975962618149,1320.6736178505435,0,0,0,0.0,0.0,0.0,3609.8248575583034,11,0.0,0,11,2223,1,1
35,1500000.0,0,4,164,13,0,1,0,162.8959170564383,454.5248704006849,30.542984448082166,0,0,0,264.705865216712,215.83709009978065,0.0,647.9637719052052,2,480.54295531649313,0,3,2223,1,1
36,439014.7229245688,0,4,94,14,16,8,5,39587.65552768886,17684.42573334409,14487.461910693488,4,0,0,27931.256900547494,3659.116624525873,5071.913980193943,71759.54317172643,30,36662.28750526731,5,36,2223,1,1
55,2740140.971943978,0,3,93,16,5,2,1,9249.255131672457,4592.06908999844,2152.6120141251604,1,0,0,8701.72824106694,4350.86412053347,0.0,15993.936235796056,9,13052.592361600415,2,11,2224,1,1
42,3020.408538294379,1,1,40,21,1,2,0,241.2572350849678,2095.223560705646,0.0,0,0,0,0.0,0.0,0.0,2336.4807957906137,3,0.0,0,3,2214,0,1
39,3835461.2743420573,0,4,53,14,93,74,22,1268194.6989426035,309943.6417496867,38214.6218363267,4,2,0,1194851.7054998898,70278.00686710651,710.3069377077409,1616352.9625286162,190,1265840.0193047044,6,196,2222,1,1
35,1986462.6479379102,1,4,122,14,20,2,0,27147.582165241503,1086.144924238327,50.74476420474366,5,0,2,37562.723813561155,2798.3381889281873,2112.043766927915,28284.471853684576,23,42473.10576941725,9,32,2223,1,1
53,2500000.0,1,4,144,13,4,8,0,55765.716290135526,59042.544824375625,0.0,2,3,0,50810.624554647984,59864.1809654714,0.0,114808.26111451114,13,110674.8055201194,5,19,2223,1,1
65,7205.877535322633,0,4,94,14,6,6,4,1559.4251486497537,1207.0609047406226,3270.2657635611895,0,0,0,0.0,0.0,0.0,6036.751816951566,17,0.0,0,17,2223,1,1
60,10000000.0,1,2,84,14,1,0,0,965.873850647412,0.0,387.72045836829574,0,0,0,0.0,438.9354462349949,0.0,1353.5943090157077,1,438.9354462349949,0,2,2222,1,1
23,2000000.0,1,4,81,14,0,0,0,2.0865762822433624,774.6736303171797,0.0,0,0,0,0.0,0.0,0.0,776.760206599423,1,0.0,0,1,2223,1,1
48,15000000.0,1,3,174,4,45,4,2,499356.7895008595,56898.886360570636,2986.2678209613086,4,2,1,424887.84214167955,481302.2258158908,755891.3161852132,559241.9436823914,53,1662081.3841427837,8,61,2213,2,1
56,3620290.4574774527,0,4,62,14,7,0,0,9128.083294301117,79.39599456974611,410.8458766213953,0,0,0,0.0,0.0,0.0,9618.325165492259,7,0.0,0,7,2222,1,1
29,1000000.0,0,4,176,6,0,2,0,192.3290384807412,4996.231938661636,0.0,0,0,0,0.0,0.0,0.0,5188.560977142377,3,0.0,0,3,2223,1,1
49,1960327.9597914552,1,4,79,14,8,2,2,6595.566660651781,2151.2775132250777,1427.7131433243046,0,0,0,1414.668050012245,821.0414678617267,0.0,10174.557317201163,13,2235.7095178739714,1,14,2223,1,1
26,246.5674910261421,1,4,85,14,17,37,21,66328.9617788865,132937.1192314391,734969.6005309457,5,6,9,36519.448743659894,27886.878760905278,961456.9122184934,934235.6815412713,77,1025863.2397230585,21,98,2223,1,1
65,15935.506701729431,0,1,155,11,1,0,1,882.7673829430613,0.0,954.2385254217292,0,0,0,0.0,0.0,0.0,1837.0059083647905,2,0.0,0,2,2222,1,1
42,6282298.170250725,0,4,114,14,6,15,3,3142.797872531761,27324.077423329578,1876.1734679715698,3,3,3,6672.752073738444,20333.35089858231,1828.6953698939121,32343.04876383291,25,28834.798342214668,10,36,2222,1,1
31,628.1212784789179,0,4,102,14,3,8,0,2024.068826515453,5359.4971591490375,0.0,1,1,0,1842.224791198837,5336.7271234224345,0.0,7383.565985664491,12,7178.9519146212715,3,15,2222,1,1
46,2312.1587009687696,0,1,68,19,0,1,0,0.0,1405.7754939427577,7.325810662217977,0,0,0,0.0,0.0,0.0,1413.1013046049757,1,0.0,0,1,2216,0,1
42,2340.599987739271,1,4,68,14,14,2,3,18379.98317180998,2906.0742433271935,3434.451378477592,3,2,3,18102.645741959932,2906.0742433271935,3434.451378477592,24720.508793614765,20,24443.17136376472,9,29,2222,1,1
53,16940911.974341236,0,2,80,14,32,8,3,168348.29827435053,195998.7002345865,131843.0764369054,3,0,0,49520.5587874513,11645.471846047429,13237.019665007243,496190.0749458424,44,74403.05029850597,4,48,2222,2,1
46,2500000.0,1,4,143,13,20,19,10,35047.366729265086,39439.565364344846,18031.88646829857,6,5,3,34392.75213399701,36383.09939600897,18101.120327486315,92518.8185619085,50,88876.97185749229,15,66,2223,1,1
26,2000000.0,1,4,81,14,0,1,0,0.0,800.0,0.0,0,0,0,0.0,0.0,0.0,800.0,1,0.0,0,1,2223,1,1
67,108572.91672799972,0,1,83,14,35,36,11,88319.56498319613,146170.7013085999,46575.0878539527,12,12,9,80958.88033508937,144930.96211388218,46263.93910370982,281065.3541457488,83,272153.7815526814,34,118,2222,1,1
40,1839882.0699157675,1,4,122,14,15,0,0,28284.31454780322,232.31305725934624,600.2020609207452,3,0,0,27717.206877998782,598.5301642608822,451.74021772890796,29116.829665983314,16,28767.477259988573,4,21,2223,1,1
37,3101.432875616685,1,4,50,14,0,0,2,658.4230787361337,21.0026912251908,6573.857329316908,0,0,0,0.0,0.0,0.0,7253.283099278231,3,0.0,0,3,2223,1,1
58,2894.2962179974184,0,4,91,14,22,18,10,79744.55306703984,63175.40916696648,37815.859196953716,6,5,4,56964.03081361971,63108.950705263785,45763.75396413956,180735.82143096003,51,165836.73548302308,16,68,2223,1,1
45,2531.8020751428126,0,4,117,14,25,20,1,139910.77990695016,68578.02187207152,3233.9179686243224,5,3,0,37664.98039581479,68712.87090766171,3691.0887702054606,211722.719747646,48,110068.94007368197,8,57,2223,1,1
52,1828.3189695683775,0,4,64,14,0,2,0,0.0,4304.088915184139,0.0,0,0,0,0.0,341.4818102179579,0.0,4304.088915184139,2,341.4818102179579,0,3,2222,2,1
60,4138370.533968855,0,1,72,14,11,0,0,22695.902111276628,68.19608563676324,0.0,0,0,0,662.5167598348062,0.0,0.0,22764.09819691339,12,662.5167598348062,0,13,2223,1,1
40,801.6006618183056,0,4,67,14,4,4,28,7667.892255233466,9666.01575621215,54563.77851121433,3,5,6,7249.511817159112,39891.752118980854,21922.690997147256,71897.68652265995,37,69063.95493328723,16,53,2222,1,1
58,2500000.0,0,4,165,13,5,0,0,5371.078411068693,0.0,0.0,0,0,0,0.0,0.0,0.0,5371.078411068693,5,0.0,0,5,2223,1,1
56,2637.591004238668,0,3,78,14,15,11,14,28187.865348878608,27436.34186561797,31817.505239077196,10,8,9,118827.64611378402,55906.280483912495,32236.61567035189,87441.71245357378,41,206970.5422680484,29,70,2223,1,1
52,5000000.0,1,4,121,13,14,1,0,22588.95618763837,4019.0871603874893,0.0,0,0,0,15955.432061600593,4044.5679383994066,24.962273460374128,26608.04334802586,15,20024.962273460376,1,17,2222,1,1
38,500000.0,1,4,158,13,1,0,1,7933.008820103767,0.0,896.5281864477853,1,0,0,15085.723881629172,13.208186447785256,1700.7943439880314,8829.537006551553,2,16799.72641206499,2,4,2222,2,1
44,2000000.0,1,4,97,14,1,0,0,43.38947678878441,273.3487872701027,0.0,0,0,0,0.0,0.0,0.0,316.7382640588871,1,0.0,0,1,2223,1,1
24,2000000.0,1,4,81,14,0,1,0,0.0,800.0,0.0,0,0,0,0.0,0.0,0.0,800.0,1,0.0,0,1,2223,1,1
59,3423.8858161239646,0,2,116,13,12,10,7,35834.302237089396,35488.63372676377,27595.869407662092,4,3,3,161886.3571366196,35416.52727550985,33433.17354153086,98918.80537151526,30,230736.05795366032,11,42,2222,1,1
41,193374.3877720307,0,3,102,12,1,1,0,2749.356328435696,3343.5969430076716,0.0,0,0,0,0.0,668.7193886015343,0.0,6092.953271443368,3,668.7193886015343,0,3,2223,1,1
38,1533.1113579248643,0,3,109,14,51,39,28,325469.41921970044,200412.83456030814,116203.27001920395,9,8,6,274911.580057242,103276.06336400966,124412.87425975257,642085.5237992125,118,502600.51768100425,23,142,2222,1,1
49,2500000.0,1,4,100,14,21,25,16,28310.594393793705,36550.605145840775,10911.655717723266,0,0,0,0.0,1404.6118781465461,0.0,75772.85525735776,63,1404.6118781465461,0,63,2223,1,1
57,20153373.507103473,1,2,100,14,6,5,7,20360.294261322404,76184.02933966287,139311.74201520777,1,3,6,12011.88804140477,74245.37874250427,137884.27480750793,235856.065616193,19,224141.54159141696,11,30,2222,1,1
37,3025624.0920014633,1,3,74,14,8,9,10,7823.1445517646425,8102.821669494187,8778.056808618701,5,9,10,7834.193898984438,8102.821669494187,8778.056808618701,24704.023029877528,29,24715.072377097327,26,55,2223,1,1
39,1742285.31133835,1,4,87,14,42,15,1,152446.35462517984,32209.27479685098,1288.3794749072836,5,2,0,145352.50541186752,39829.45207018271,0.0,185944.00889693812,58,185181.95748205023,7,66,2223,1,1
